PassengerId,Survived,Probability
892,0,0.10396656212814075
893,0,0.39560863274477903
894,0,0.23794189743167196
895,0,0.2948933450092054
896,1,0.7109801766901906
897,0,0.08733674059108774
898,1,0.5296717827054397
899,0,0.15786112034333213
900,1,0.9466773220524612
901,0,0.10225411401147097
902,0,0.09283513349919416
903,0,0.0568332212283801
904,1,0.9665091543805273
905,0,0.11141429917648675
906,1,0.9626162181902139
907,1,0.9557179118752654
908,0,0.08780082159955219
909,0,0.29655384197971946
910,1,0.7682196844981524
911,1,0.6116984642006043
912,0,0.13862307543514266
913,1,0.5896916020698191
914,1,0.9644137108834545
915,0,0.06466724526210518
916,1,0.9847781329419297
917,0,0.06134765869772213
918,1,0.9665916450342329
919,0,0.29655384197971946
920,0,0.2821029851570046
921,0,0.1040689196053257
922,0,0.06134765869772213
923,0,0.10552695767047815
924,1,0.8117944590441964
925,0,0.07057946159207072
926,0,0.37363040310209245
927,0,0.2803550900599082
928,0,0.2582633621438673
929,0,0.19964261298145905
930,0,0.09513058658525454
931,0,0.4022050972507572
932,0,0.08050704479463949
933,0,0.26488108699193125
934,0,0.1347819745507922
935,1,0.9518504674651402
936,1,0.9778564673270872
937,0,0.14176259564059815
938,0,0.17118134080961464
939,0,0.1274370633825805
940,1,0.9744158285936865
941,1,0.8207050743011438
942,0,0.19112251472063127
943,0,0.18221965385070654
944,1,0.9629215572861362
945,1,0.9679410200200683
946,0,0.1040689196053257
947,0,0.07546268971130507
948,0,0.08401546227357193
949,0,0.09167353694144417
950,0,0.1040689196053257
951,1,0.9683429903446148
952,0,0.0967097848699226
953,0,0.12881984820311201
954,0,0.1285125011018465
955,1,0.8173128104133771
956,0,0.1914109648139323
957,1,0.8993690867016815
958,1,0.5099809858418982
959,0,0.04101505521483007
960,0,0.28076887727884753
961,1,0.9701972328333451
962,1,0.5350831764030484
963,0,0.09657351452053706
964,1,0.7005931391063077
965,0,0.26488108699193125
966,1,0.9683429903446148
967,0,0.20832476251077642
968,0,0.09532578634689931
969,1,0.9715799974471425
970,0,0.11177771973268208
971,1,0.5350831764030484
972,1,0.9284322888217849
973,0,0.08324179655320003
974,0,0.06134765869772213
975,0,0.09283513349919416
976,0,0.1040689196053257
977,0,0.1040689196053257
978,1,0.7212967430868025
979,0,0.2431474544011268
980,1,0.691608400388969
981,1,0.9160086191178114
982,0,0.40468184903824983
983,0,0.1274370633825805
984,1,0.9572320214698751
985,0,0.09532578634689931
986,0,0.10225411401147097
987,0,0.1498567558966403
988,1,0.9530179005969868
989,0,0.1575190628641937
990,0,0.49052759387322953
991,0,0.0803019192157461
992,1,0.9778564673270872
993,0,0.14296479623562913
994,0,0.1274370633825805
995,0,0.12960712305003744
996,0,0.39967909794277107
997,0,0.1040689196053257
998,0,0.10890975096929277
999,0,0.1274370633825805
1000,0,0.09532578634689931
1001,0,0.2188419783596297
1002,0,0.0946182408527169
1003,1,0.6517654438868833
1004,1,0.9648583025522004
1005,1,0.8799667981961828
1006,1,0.9822405320883435
1007,0,0.08710436325786353
1008,0,0.046796475781898654
1009,1,0.6056378513123709
1010,0,0.38512202191520073
1011,1,0.9670627862314904
1012,1,0.8894421401245458
1013,0,0.1274370633825805
1014,1,0.9683429903446148
1015,0,0.07732960566434334
1016,0,0.1274370633825805
1017,1,0.6250005486784432
1018,0,0.1498567558966403
1019,1,0.791910997425788
1020,0,0.0946182408527169
1021,0,0.09513058658525454
1022,0,0.11827181847650087
1023,0,0.15624859956201514
1024,0,0.05734599309288396
1025,0,0.046796475781898654
1026,0,0.09056814388708291
1027,0,0.10890975096929277
1028,0,0.12962257463976787
1029,0,0.11123545894853852
1030,0,0.19964261298145905
1031,0,0.04397153324766115
1032,0,0.044557339415621254
1033,1,0.9683429903446148
1034,0,0.19272055219884685
1035,0,0.1040689196053257
1036,0,0.10336161044553731
1037,0,0.11177771973268208
1038,0,0.17607135086298817
1039,0,0.09513058658525454
1040,0,0.11357604383548318
1041,0,0.08907749557126005
1042,1,0.9665916450342329
1043,0,0.09283513349919416
1044,0,0.06134765869772213
1045,1,0.7249976567094714
1046,0,0.09453284976073184
1047,0,0.1200580739633631
1048,1,0.9703355958833734
1049,0,0.4504088722815548
1050,0,0.24568804894744298
1051,1,0.6625555276299436
1052,1,0.8281420328619603
1053,1,0.7114830073918251
1054,1,0.8477404483888926
1055,0,0.06307494196241098
1056,0,0.0946182408527169
1057,1,0.7665930693978006
1058,0,0.09912316649270426
1059,0,0.08823819141476402
1060,1,0.9644137108834545
1061,0,0.27430704404161627
1062,0,0.07732960566434334
1063,0,0.336596338570457
1064,0,0.09336257158592405
1065,0,0.09741494211418593
1066,0,0.06260107654180681
1067,1,0.9668072626196014
1068,1,0.9557179118752654
1069,0,0.19317192482375417
1070,1,0.9724143062788911
1071,1,0.9680824316613061
1072,0,0.11177771973268208
1073,0,0.27169535270213174
1074,1,0.976361445188856
1075,0,0.1274370633825805
1076,1,0.9611792778673495
1077,0,0.0946182408527169
1078,1,0.7041189862419247
1079,0,0.11147390940863565
1080,0,0.07800346354817342
1081,0,0.0946182408527169
1082,0,0.08780082159955219
1083,0,0.1040689196053257
1084,1,0.7521278350020687
1085,0,0.06134765869772213
1086,1,0.6091184588667439
1087,0,0.12547172923044916
1088,1,0.8879263950870909
1089,1,0.549504963098308
1090,0,0.10385787176204357
1091,0,0.2582633621438673
1092,1,0.7253434670292987
1093,1,0.9608831821040424
1094,0,0.16436902633281555
1095,1,0.9558966335819042
1096,0,0.10385787176204357
1097,0,0.1040689196053257
1098,1,0.7550926198633673
1099,0,0.10385787176204357
1100,1,0.9648583025522004
1101,0,0.09657351452053706
1102,0,0.148208818502734
1103,0,0.05203529051319097
1104,0,0.0870438158574004
1105,1,0.9715799974471425
1106,0,0.20114306267957627
1107,0,0.1601839555276816
1108,1,0.678882370251758
1109,0,0.20895237784458848
1110,1,0.9805409387285465
1111,0,0.09532578634689931
1112,1,0.9633783010935172
1113,0,0.09513058658525454
1114,1,0.9175478567360082
1115,0,0.1498567558966403
1116,1,0.9715799974471425
1117,0,0.4708783882998496
1118,0,0.1498567558966403
1119,1,0.691608400388969
1120,0,0.0946182408527169
1121,0,0.08780082159955219
1122,0,0.07525416318656393
1123,1,0.9557179118752654
1124,0,0.062230663393778016
1125,0,0.13798774995634083
1126,0,0.21825952959996217
1127,0,0.11856713045644614
1128,0,0.1565823267073144
1129,0,0.31693226700551774
1130,1,0.8738538109424856
1131,1,0.9744158285936865
1132,1,0.9715799974471425
1133,1,0.9648583025522004
1134,0,0.20333198280125828
1135,0,0.09283513349919416
1136,0,0.08278830843875477
1137,0,0.1601839555276816
1138,1,0.6641707196362172
1139,0,0.07758722461766464
1140,1,0.9670627862314904
1141,0,0.36789598383763705
1142,1,0.9835205696077637
1143,0,0.1538302384915803
1144,0,0.35266260528730936
1145,0,0.09513058658525454
1146,0,0.0803019192157461
1147,0,0.07732960566434334
1148,0,0.1274370633825805
1149,0,0.09532578634689931
1150,1,0.8295429722665199
1151,0,0.12863742726904562
1152,0,0.08780082159955219
1153,0,0.10890975096929277
1154,1,0.9670627862314904
1155,1,0.953650744898355
1156,0,0.11177771973268208
1157,0,0.09283513349919416
1158,0,0.046796475781898654
1159,0,0.07732960566434334
1160,0,0.2582633621438673
1161,0,0.11147390940863565
1162,0,0.18214018828876072
1163,0,0.1274370633825805
1164,1,0.9611898512781
1165,1,0.7253434670292987
1166,0,0.09455468765121247
1167,1,0.9557179118752654
1168,0,0.1040689196053257
1169,0,0.0946182408527169
1170,0,0.11177771973268208
1171,0,0.10385787176204357
1172,0,0.19964261298145905
1173,1,0.9600167025052398
1174,1,0.691608400388969
1175,0,0.4645796853458376
1176,1,0.8274409011507606
1177,0,0.062427311349429034
1178,0,0.07732960566434334
1179,0,0.22918879154734206
1180,0,0.09597999167429913
1181,0,0.09532578634689931
1182,0,0.09279469935034487
1183,0,0.1780090398967699
1184,0,0.09741494211418593
1185,0,0.16473694659860408
1186,0,0.0803019192157461
1187,0,0.10349341317176951
1188,1,0.9807411052919159
1189,0,0.1040689196053257
1190,0,0.08199655883242292
1191,0,0.15795458143614585
1192,0,0.15128540872855425
1193,0,0.32653637876575203
1194,0,0.07510815006105225
1195,0,0.09513058658525454
1196,1,0.691608400388969
1197,1,0.9645701119200856
1198,0,0.2650023138313337
1199,1,0.9688563670190617
1200,0,0.18622478956131044
1201,0,0.18938966860638282
1202,0,0.11147390940863565
1203,0,0.29655384197971946
1204,0,0.07732960566434334
1205,0,0.257048498809367
1206,1,0.98541441446708
1207,1,0.8395508452504222
1208,0,0.23005609113341827
1209,0,0.12117013731697092
1210,0,0.3271460960011736
1211,0,0.10552695767047815
1212,0,0.12960712305003744
1213,0,0.11459413808196432
1214,0,0.34098360239655984
1215,0,0.09598100002215616
1216,1,0.9683429903446148
1217,0,0.06885142963389827
1218,1,0.9558966335819042
1219,0,0.16340520840047945
1220,0,0.11177771973268208
1221,0,0.09336257158592405
1222,1,0.9715799974471425
1223,0,0.24568804894744298
1224,0,0.09455468765121247
1225,1,0.6693400904971707
1226,0,0.2983671587515302
1227,1,0.7837582972884801
1228,0,0.12881984820311201
1229,0,0.0723546517017265
1230,0,0.10552695767047815
1231,0,0.09741494211418593
1232,0,0.10400323744276245
1233,0,0.09279818867864216
1234,0,0.05519852822503991
1235,1,0.9921208704630459
1236,0,0.0886863290060053
1237,1,0.8286472082645017
1238,0,0.11123545894853852
1239,1,0.6116984642006043
1240,0,0.09336257158592405
1241,1,0.9063901604280414
1242,1,0.9683429903446148
1243,0,0.10385787176204357
1244,0,0.0870438158574004
1245,0,0.08757228441608342
1246,1,0.9478071244689247
1247,0,0.13464418536463
1248,1,0.9749733590151812
1249,0,0.13798774995634083
1250,0,0.1274370633825805
1251,1,0.7410099278565891
1252,0,0.06371612083538822
1253,1,0.9629215572861362
1254,1,0.9063901604280414
1255,0,0.2948933450092054
1256,1,0.9923965538770216
1257,0,0.06349541602726949
1258,0,0.1040689196053257
1259,0,0.05573640252625894
1260,1,0.9683429903446148
1261,0,0.11177771973268208
1262,0,0.10385787176204357
1263,1,0.9703355958833734
1264,0,0.02850573527351082
1265,0,0.0946182408527169
1266,1,0.9744158285936865
1267,1,0.9683429903446148
1268,0,0.19964261298145905
1269,0,0.10385787176204357
1270,0,0.09912316649270426
1271,0,0.4177676232074938
1272,0,0.1274370633825805
1273,0,0.11659950793687737
1274,0,0.36789598383763705
1275,1,0.5085919430377316
1276,0,0.1040689196053257
1277,1,0.9665916450342329
1278,0,0.12863742726904562
1279,0,0.06134765869772213
1280,0,0.12863742726904562
1281,0,0.06667086993965157
1282,0,0.24889521727332142
1283,1,0.9715799974471425
1284,0,0.11809800072643555
1285,0,0.05715464827143969
1286,0,0.08907749557126005
1287,1,0.9662065637912995
1288,0,0.1200580739633631
1289,1,0.9963794783635823
1290,0,0.12863742726904562
1291,0,0.12018628257335927
1292,1,0.9703355958833734
1293,0,0.08780082159955219
1294,1,0.9665916450342329
1295,0,0.06968730446976644
1296,0,0.24568804894744298
1297,0,0.2188419783596297
1298,0,0.10385787176204357
1299,0,0.21206186288240156
1300,1,0.738903672995181
1301,1,0.8484039992419566
1302,1,0.691608400388969
1303,1,0.9683429903446148
1304,1,0.6517654438868833
1305,0,0.09532578634689931
1306,1,0.9683429903446148
1307,0,0.062427311349429034
1308,0,0.09532578634689931
1309,0,0.08278830843875477
